cell_id,therm_prs
211623,0
211624,0
211625,0
211626,0
211627,0
211628,0
211629,0
215240,0
215241,0
215242,0
215243,0
215244,0
215245,0
215246,0
218857,0
218858,0
218859,0
218860,0
218861,0
218862,0
218863,0
222476,0
222477,0
222478,0
222479,0
222480,0
222481,0
222482,0
222483,0
222484,0
226094,0
226095,0
226096,0
226097,0
226098,0
226099,0
226100,0
226101,0
229711,0
229712,0
229713,0
229714,0
229715,0
229716,0
229717,0
229718,0
229719,0
233330,0
233331,0
233332,0
233333,0
233334,0
233335,0
233336,0
233337,0
233338,0
233339,0
233340,0
236947,0
236948,0
236949,0
236950,0
236951,0
236952,0
236953,0
236954,0
236955,0
236956,0
236957,0
240564,0
240565,0
240566,0
240567,0
240568,0
240569,0
240570,0
240571,0
240572,0
240573,0
240574,0
244182,0
244183,0
244184,0
244185,0
244186,0
244187,0
244188,0
244189,0
244190,0
244191,0
244192,0
247803,0
247804,0
247805,0
247806,0
247807,0
247808,0
247809,0
247810,0
247811,0
247812,0
247813,0
247814,0
251420,0
251421,0
251422,0
251423,0
251424,0
251425,0
251426,0
251427,0
251428,0
251429,0
251430,0
251431,0
251432,0
255037,0
255038,0
255039,0
255040,0
255041,0
255042,0
255043,0
255044,0
255045,0
255046,0
255047,0
255048,0
255049,0
258658,0
258659,0
258660,0
258661,0
258662,0
258663,0
258664,0
258665,0
258666,0
258667,0
258668,0
258669,0
258671,0
258672,0
262275,0
262276,0
262277,0
262278,0
262279,0
262280,0
262281,0
262282,0
262283,0
262284,0
262285,0
262286,0
262287,0
262288,0
265893,0
265894,0
265895,0
265896,0
265897,0
265898,0
265899,0
265900,0
265901,0
265902,0
265903,0
265904,0
265905,0
265906,0
265907,0
269510,0
269511,0
269512,0
269513,0
269514,0
269515,0
269516,0
269517,0
269518,0
269519,0
269520,0
269521,0
269522,0
269523,0
269524,0
273135,0
273136,0
273137,0
273138,0
273139,0
273140,0
273141,0
273142,0
273145,0
273146,0
276752,0
276753,0
276754,0
276755,0
276756,0
276757,0
276758,0
276759,0
276762,0
276763,0
280370,0
280371,0
280372,0
280373,0
280374,0
280375,0
280376,0
280377,0
280380,0
280381,0
283987,0
283988,0
283989,0
283990,0
283991,0
283992,0
283993,0
283994,0
283997,0
283998,0
287608,0
287609,0
287610,0
287611,0
287612,0
287613,0
287614,0
287615,0
287616,0
287617,0
291226,0
291227,0
291228,0
291229,0
291230,0
291231,0
291232,0
291233,0
291234,0
291235,0
294843,0
294844,0
294845,0
294846,0
294847,0
294848,0
294849,0
294850,0
294851,0
294852,0
298458,0
298459,0
298460,0
298461,0
298462,0
298463,0
298464,0
298465,0
298466,0
298467,0
298468,0
298469,0
298470,0
298471,0
298472,0
298473,0
298474,0
298475,0
298476,0
298477,0
298478,0
298515,0
298516,0
298517,0
298518,0
298519,0
298520,0
298521,0
298522,0
298523,0
298524,0
298525,0
298526,0
298527,0
298528,0
298529,0
298530,0
298531,0
298532,0
298533,0
298534,0
298535,0
298536,0
298537,0
298538,0
298539,0
298540,0
298541,0
298542,0
298543,0
298544,0
298545,0
298546,0
298547,0
302076,0
302077,0
302078,0
302079,0
302080,0
302081,0
302082,0
302083,0
302084,0
302085,0
302086,0
302087,0
302088,0
302089,0
302090,0
302091,0
302092,0
302093,0
302094,0
302095,0
302133,0
302134,0
302135,0
302136,0
302137,0
302138,0
302139,0
302140,0
302141,0
302142,0
302143,0
302144,0
302145,0
302146,0
302147,0
302148,0
302149,0
302150,0
302151,0
302152,0
302153,0
302154,0
302155,0
302156,0
302157,0
302158,0
302159,0
302160,0
302161,0
302162,0
302163,0
302164,0
302165,0
305693,0
305694,0
305695,0
305696,0
305697,0
305698,0
305699,0
305700,0
305701,0
305702,0
305703,0
305704,0
305705,0
305706,0
305707,0
305708,0
305709,0
305710,0
305711,0
305712,0
305713,0
305751,0
305752,0
305753,0
305754,0
305755,0
305756,0
305757,0
305758,0
305759,0
305760,0
305761,0
305762,0
305763,0
305764,0
305765,0
305766,0
305767,0
305768,0
305769,0
305770,0
305771,0
305772,0
305773,0
305774,0
305775,0
305776,0
305777,0
305778,0
305779,0
305780,0
305781,0
305782,0
305783,0
309311,0
309312,0
309313,0
309314,0
309315,0
309316,0
309317,0
309318,0
309319,0
309320,0
309321,0
309322,0
309323,0
309324,0
309325,0
309326,0
309327,0
309328,0
309329,0
309330,0
309368,0
309369,0
309370,0
309371,0
309372,0
309373,0
309374,0
309375,0
309376,0
309377,0
309378,0
309379,0
309380,0
309381,0
309382,0
309383,0
309384,0
309385,0
309386,0
309387,0
309388,0
309389,0
309390,0
309391,0
309392,0
309393,0
309394,0
309395,0
309396,0
309397,0
309398,0
309399,0
309400,0
309401,0
312932,0
312933,0
312934,0
312935,0
312936,0
312937,0
312938,0
312939,0
312940,0
312941,0
312942,0
312943,0
312944,0
312945,0
312946,0
312947,0
312948,0
312978,0
312979,0
312980,0
312981,0
312982,0
312983,0
312984,0
312985,0
312986,0
312987,0
312988,0
312989,0
312990,0
312991,0
312992,0
312993,0
312994,0
312995,0
312996,0
312997,0
312998,0
312999,0
313000,0
313001,0
313002,0
313003,0
313004,0
313005,0
313006,0
313007,0
313008,0
313009,0
313010,0
313011,0
313012,0
313013,0
313014,0
313015,0
313016,0
316549,0
316550,0
316551,0
316552,0
316553,0
316554,0
316555,0
316556,0
316557,0
316558,0
316559,0
316560,0
316561,0
316562,0
316563,0
316564,0
316565,0
316595,0
316596,0
316597,0
316598,0
316599,0
316600,0
316601,0
316602,0
316603,0
316604,0
316605,0
316606,0
316607,0
316608,0
316609,0
316610,0
316611,0
316612,0
316613,0
316614,0
316615,0
316616,0
316617,0
316618,0
316619,0
316620,0
316621,0
316622,0
316623,0
316624,0
316625,0
316626,0
316627,0
316628,0
316629,0
316630,0
316631,0
316632,0
316633,0
316634,0
320167,0
320168,0
320169,0
320170,0
320171,0
320172,0
320173,0
320174,0
320175,0
320176,0
320177,0
320178,0
320179,0
320180,0
320181,0
320182,0
320183,0
320213,0
320214,0
320215,0
320216,0
320217,0
320218,0
320219,0
320220,0
320221,0
320222,0
320223,0
320224,0
320225,0
320226,0
320227,0
320228,0
320229,0
320230,0
320231,0
320232,0
320233,0
320234,0
320235,0
320236,0
320237,0
320238,0
320239,0
320240,0
320241,0
320242,0
320243,0
320244,0
320245,0
320246,0
320247,0
320248,0
320249,0
320250,0
320251,0
320252,0
323784,0
323785,0
323786,0
323787,0
323788,0
323789,0
323790,0
323791,0
323792,0
323793,0
323794,0
323795,0
323796,0
323797,0
323798,0
323799,0
323800,0
323831,0
323832,0
323833,0
323834,0
323835,0
323836,0
323837,0
323838,0
323839,0
323840,0
323841,0
323842,0
323843,0
323844,0
323845,0
323846,0
323847,0
323848,0
323849,0
323850,0
323851,0
323852,0
323853,0
323854,0
323855,0
323856,0
323857,0
323858,0
323859,0
323860,0
323861,0
323862,0
323863,0
323864,0
323865,0
323866,0
323867,0
323868,0
323869,0
323870,0
327406,0
327407,0
327408,0
327409,0
327410,0
327411,0
327412,0
327413,0
327414,0
327415,0
327416,0
327417,0
327418,0
327419,0
327420,0
327440,0
327441,0
327442,0
327443,0
327444,0
327445,0
327446,0
327447,0
327448,0
327449,0
327450,0
327451,0
327452,0
327453,0
327454,0
327455,0
327456,0
327457,0
327458,0
327459,0
327460,0
327461,0
327462,0
327463,0
327464,0
327465,0
327466,0
327467,0
327468,0
327469,0
327470,0
327471,0
327472,0
327473,0
327474,0
327475,0
327476,0
327477,0
327478,0
327479,0
327480,0
327481,0
327482,0
327483,0
327484,0
327485,0
327486,0
327487,0
327488,0
327489,0
327490,0
327491,0
327492,0
327493,0
327494,0
327495,0
327496,0
327527,0
327528,0
327529,0
327530,0
327531,0
327532,0
327533,0
327534,0
327535,0
327536,0
327537,0
327538,0
327539,0
327540,0
327541,0
327542,0
327543,0
327544,0
327545,0
331023,0
331024,0
331025,0
331026,0
331027,0
331028,0
331029,0
331030,0
331031,0
331032,0
331033,0
331034,0
331035,0
331036,0
331037,0
331057,0
331058,0
331059,0
331060,0
331061,0
331062,0
331063,0
331064,0
331065,0
331066,0
331067,0
331068,0
331069,0
331070,0
331071,0
331072,0
